09/05/2024,PAYMENT - THANK YOU,,200.00,590.36
09/05/2024,IMPARK00010644H,5.25,,790.36
09/05/2024,IMPARK00010644H,5.25,,785.11
09/03/2024,PAYMENT - THANK YOU,,300.00,779.86
09/02/2024,GRAMMARLY CO*GQENJAA,83.10,,1079.86
09/02/2024,RISE UP MARKETPLACE,26.06,,996.76
09/01/2024,COQ CITY CENTRE AQUATI,6.85,,970.70
08/31/2024,KOODO MOBILE PAC,68.32,,963.85
08/29/2024,SQ *CAFE MT. ROBSON,3.50,,895.53
08/28/2024,PAYMENT - THANK YOU,,400.00,892.03
08/26/2024,SPOTIFY,6.71,,1292.03
08/26/2024,TOP SHAW AUTO REPAIR,694.40,,1285.32
08/24/2024,SQ *COFFEE + VANILLA,3.56,,590.92
08/24/2024,PARALLEL 49 BREWING COMPA,30.90,,587.36
08/23/2024,EVERGREEN PHARMACY,25.79,,556.46
08/23/2024,SHELL C00026,40.00,,530.67
08/23/2024,LA RUOTA,18.40,,490.67
08/22/2024,LA RUOTA,11.80,,472.27
08/20/2024,URBAN GATE,10.87,,460.47
08/20/2024,PAYMENT - THANK YOU,,150.00,449.60
08/19/2024,WAL-MART SUPERCENTER#1208,3.36,,599.60
08/18/2024,KENSINGTON GOLF 5,17.21,,596.24
08/17/2024,AIR-SERV V PS608819,3.00,,579.03
08/16/2024,SQ *PROPAGANDA COFFEE,6.00,,576.03
08/15/2024,CITY OF VAN PAYBYPHONE,4.15,,570.03
08/14/2024,BARNETT / JOHNSON 37889,50.00,,565.88
08/14/2024,APPLE.COM/BILL,1.44,,515.88
08/13/2024,PAYMENT - THANK YOU,,150.00,514.44
08/12/2024,URBAN GATE,5.10,,664.44
08/11/2024,Amazon.ca Prime Member,11.29,,659.34
08/11/2024,CONCORD PARKING,50.00,,648.05
08/10/2024,UBER* TRIP,13.41,,598.05
08/10/2024,URBAN GATE,4.09,,584.64
08/08/2024,RAVEN GRAPPLING,168.00,,580.55
08/07/2024,7-ELEVEN STORE 37861,50.00,,412.55
08/07/2024,LinkedIn Pre P86947986,53.32,,362.55
08/07/2024,PAYMENT - THANK YOU,,250.17,309.23
08/06/2024,SAVE ON FOODS #996,9.23,,559.40
